pose,punto,ang optimo,ang medido medio
warrior,"(14, 12, 24)",97,36
warrior,"(11, 13, 15)",172,178
warrior,"(16, 14, 12)",171,153
warrior,"(11, 23, 25)",100,159
warrior,"(12, 24, 26)",135,154
warrior,"(23, 25, 27)",110,168
warrior,"(24, 26, 28)",170,177
warrior,"(13, 11, 23)",95,14
warrior,"(14, 12, 24)",97,29
warrior,"(11, 13, 15)",172,168
warrior,"(16, 14, 12)",171,160
warrior,"(11, 23, 25)",100,160
warrior,"(12, 24, 26)",135,161
warrior,"(23, 25, 27)",110,172
warrior,"(24, 26, 28)",170,177
warrior,"(13, 11, 23)",95,8
warrior,"(14, 12, 24)",97,29
warrior,"(11, 13, 15)",172,168
warrior,"(16, 14, 12)",171,162
warrior,"(11, 23, 25)",100,163
warrior,"(12, 24, 26)",135,165
warrior,"(23, 25, 27)",110,177
warrior,"(24, 26, 28)",170,172
warrior,"(13, 11, 23)",95,7
warrior,"(14, 12, 24)",97,30
warrior,"(11, 13, 15)",172,173
warrior,"(16, 14, 12)",171,166
warrior,"(11, 23, 25)",100,162
warrior,"(12, 24, 26)",135,167
warrior,"(23, 25, 27)",110,177
warrior,"(24, 26, 28)",170,168
warrior,"(13, 11, 23)",95,7
warrior,"(14, 12, 24)",97,28
warrior,"(11, 13, 15)",172,171
warrior,"(16, 14, 12)",171,166
warrior,"(11, 23, 25)",100,162
warrior,"(12, 24, 26)",135,168
warrior,"(23, 25, 27)",110,179
warrior,"(24, 26, 28)",170,166
warrior,"(13, 11, 23)",95,6
warrior,"(14, 12, 24)",97,24
warrior,"(11, 13, 15)",172,168
warrior,"(16, 14, 12)",171,175
warrior,"(11, 23, 25)",100,161
warrior,"(12, 24, 26)",135,175
warrior,"(23, 25, 27)",110,177
warrior,"(24, 26, 28)",170,165
warrior,"(13, 11, 23)",95,5
warrior,"(14, 12, 24)",97,22
warrior,"(11, 13, 15)",172,168
warrior,"(16, 14, 12)",171,175
warrior,"(11, 23, 25)",100,161
warrior,"(12, 24, 26)",135,178
warrior,"(23, 25, 27)",110,178
warrior,"(24, 26, 28)",170,163
warrior,"(13, 11, 23)",95,1
warrior,"(14, 12, 24)",97,21
warrior,"(11, 13, 15)",172,165
warrior,"(16, 14, 12)",171,179
warrior,"(11, 23, 25)",100,160
warrior,"(12, 24, 26)",135,177
warrior,"(23, 25, 27)",110,167
warrior,"(24, 26, 28)",170,161
warrior,"(13, 11, 23)",95,4
warrior,"(14, 12, 24)",97,20
warrior,"(11, 13, 15)",172,171
warrior,"(16, 14, 12)",171,177
warrior,"(11, 23, 25)",100,157
warrior,"(12, 24, 26)",135,173
warrior,"(23, 25, 27)",110,159
warrior,"(24, 26, 28)",170,161
warrior,"(13, 11, 23)",95,7
warrior,"(14, 12, 24)",97,19
warrior,"(11, 13, 15)",172,173
warrior,"(16, 14, 12)",171,171
warrior,"(11, 23, 25)",100,158
warrior,"(12, 24, 26)",135,172
warrior,"(23, 25, 27)",110,152
warrior,"(24, 26, 28)",170,163
warrior,"(13, 11, 23)",95,6
warrior,"(14, 12, 24)",97,19
warrior,"(11, 13, 15)",172,172
warrior,"(16, 14, 12)",171,164
warrior,"(11, 23, 25)",100,164
warrior,"(12, 24, 26)",135,175
warrior,"(23, 25, 27)",110,154
warrior,"(24, 26, 28)",170,169
warrior,"(13, 11, 23)",95,8
warrior,"(14, 12, 24)",97,19
warrior,"(11, 13, 15)",172,169
warrior,"(16, 14, 12)",171,159
warrior,"(11, 23, 25)",100,172
warrior,"(12, 24, 26)",135,179
warrior,"(23, 25, 27)",110,168
warrior,"(24, 26, 28)",170,175
warrior,"(13, 11, 23)",95,9
warrior,"(14, 12, 24)",97,18
warrior,"(11, 13, 15)",172,165
warrior,"(16, 14, 12)",171,154
warrior,"(11, 23, 25)",100,174
warrior,"(12, 24, 26)",135,179
warrior,"(23, 25, 27)",110,173
warrior,"(24, 26, 28)",170,176
warrior,"(14, 12, 24)",97,17
warrior,"(16, 14, 12)",171,153
warrior,"(11, 23, 25)",100,175
warrior,"(12, 24, 26)",135,177
warrior,"(23, 25, 27)",110,175
warrior,"(24, 26, 28)",170,174
warrior,"(14, 12, 24)",97,15
warrior,"(16, 14, 12)",171,154
warrior,"(11, 23, 25)",100,174
warrior,"(12, 24, 26)",135,176
warrior,"(23, 25, 27)",110,172
warrior,"(24, 26, 28)",170,167
warrior,"(14, 12, 24)",97,13
warrior,"(16, 14, 12)",171,157
warrior,"(11, 23, 25)",100,175
warrior,"(12, 24, 26)",135,176
warrior,"(23, 25, 27)",110,172
warrior,"(24, 26, 28)",170,164
warrior,"(14, 12, 24)",97,13
warrior,"(16, 14, 12)",171,158
warrior,"(11, 23, 25)",100,176
warrior,"(12, 24, 26)",135,175
warrior,"(23, 25, 27)",110,174
warrior,"(24, 26, 28)",170,161
warrior,"(14, 12, 24)",97,12
warrior,"(16, 14, 12)",171,161
warrior,"(11, 23, 25)",100,175
warrior,"(12, 24, 26)",135,176
warrior,"(23, 25, 27)",110,179
warrior,"(24, 26, 28)",170,166
warrior,"(14, 12, 24)",97,9
warrior,"(16, 14, 12)",171,163
warrior,"(11, 23, 25)",100,170
warrior,"(12, 24, 26)",135,172
warrior,"(23, 25, 27)",110,179
warrior,"(24, 26, 28)",170,167
warrior,"(14, 12, 24)",97,7
warrior,"(16, 14, 12)",171,164
warrior,"(11, 23, 25)",100,169
warrior,"(12, 24, 26)",135,171
warrior,"(23, 25, 27)",110,177
warrior,"(24, 26, 28)",170,167
tree,"(11, 23, 25)",120,164
tree,"(12, 24, 26)",174,167
tree,"(23, 25, 27)",56,178
tree,"(24, 26, 28)",176,169
downdog,"(24, 12, 14)",169,111
downdog,"(12, 14, 16)",166,177
downdog,"(12, 24, 26)",56,70
downdog,"(24, 26, 28)",174,162
downdog,"(24, 12, 14)",169,123
downdog,"(12, 14, 16)",166,177
downdog,"(12, 24, 26)",56,60
downdog,"(24, 26, 28)",174,163
downdog,"(24, 12, 14)",169,128
downdog,"(12, 14, 16)",166,179
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,164
downdog,"(24, 12, 14)",169,132
downdog,"(12, 14, 16)",166,179
downdog,"(12, 24, 26)",56,50
downdog,"(24, 26, 28)",174,165
downdog,"(24, 12, 14)",169,136
downdog,"(12, 14, 16)",166,177
downdog,"(12, 24, 26)",56,44
downdog,"(24, 26, 28)",174,161
downdog,"(24, 12, 14)",169,138
downdog,"(12, 14, 16)",166,178
downdog,"(12, 24, 26)",56,41
downdog,"(24, 26, 28)",174,160
downdog,"(24, 12, 14)",169,140
downdog,"(12, 14, 16)",166,179
downdog,"(12, 24, 26)",56,41
downdog,"(24, 26, 28)",174,163
downdog,"(24, 12, 14)",169,141
downdog,"(12, 14, 16)",166,175
downdog,"(12, 24, 26)",56,40
downdog,"(24, 26, 28)",174,164
downdog,"(24, 12, 14)",169,142
downdog,"(12, 14, 16)",166,176
downdog,"(12, 24, 26)",56,41
downdog,"(24, 26, 28)",174,167
downdog,"(24, 12, 14)",169,144
downdog,"(12, 14, 16)",166,178
downdog,"(12, 24, 26)",56,40
downdog,"(24, 26, 28)",174,167
downdog,"(24, 12, 14)",169,144
downdog,"(12, 14, 16)",166,178
downdog,"(12, 24, 26)",56,42
downdog,"(24, 26, 28)",174,165
downdog,"(24, 12, 14)",169,141
downdog,"(12, 14, 16)",166,176
downdog,"(12, 24, 26)",56,45
downdog,"(24, 26, 28)",174,162
downdog,"(24, 12, 14)",169,139
downdog,"(12, 14, 16)",166,176
downdog,"(12, 24, 26)",56,48
downdog,"(24, 26, 28)",174,157
downdog,"(24, 12, 14)",169,139
downdog,"(12, 14, 16)",166,170
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,160
downdog,"(24, 12, 14)",169,141
downdog,"(12, 14, 16)",166,170
downdog,"(12, 24, 26)",56,56
downdog,"(24, 26, 28)",174,163
downdog,"(24, 12, 14)",169,145
downdog,"(12, 14, 16)",166,171
downdog,"(12, 24, 26)",56,57
downdog,"(24, 26, 28)",174,164
downdog,"(24, 12, 14)",169,150
downdog,"(12, 14, 16)",166,175
downdog,"(12, 24, 26)",56,58
downdog,"(24, 26, 28)",174,166
downdog,"(24, 12, 14)",169,150
downdog,"(12, 14, 16)",166,174
downdog,"(12, 24, 26)",56,60
downdog,"(24, 26, 28)",174,168
downdog,"(24, 12, 14)",169,150
downdog,"(12, 14, 16)",166,174
downdog,"(12, 24, 26)",56,60
downdog,"(24, 26, 28)",174,168
downdog,"(24, 12, 14)",169,149
downdog,"(12, 14, 16)",166,174
downdog,"(12, 24, 26)",56,62
downdog,"(24, 26, 28)",174,170
downdog,"(24, 12, 14)",169,149
downdog,"(12, 14, 16)",166,174
downdog,"(12, 24, 26)",56,63
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,148
downdog,"(12, 14, 16)",166,174
downdog,"(12, 24, 26)",56,64
downdog,"(24, 26, 28)",174,172
downdog,"(24, 12, 14)",169,150
downdog,"(12, 14, 16)",166,176
downdog,"(12, 24, 26)",56,66
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,150
downdog,"(12, 14, 16)",166,178
downdog,"(12, 24, 26)",56,67
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,150
downdog,"(12, 14, 16)",166,177
downdog,"(12, 24, 26)",56,67
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,151
downdog,"(12, 14, 16)",166,175
downdog,"(12, 24, 26)",56,66
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,151
downdog,"(12, 14, 16)",166,175
downdog,"(12, 24, 26)",56,66
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,154
downdog,"(12, 14, 16)",166,176
downdog,"(12, 24, 26)",56,65
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,160
downdog,"(12, 14, 16)",166,175
downdog,"(12, 24, 26)",56,60
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,165
downdog,"(12, 14, 16)",166,172
downdog,"(12, 24, 26)",56,58
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,169
downdog,"(12, 14, 16)",166,170
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,174
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,173
downdog,"(24, 12, 14)",169,179
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,48
downdog,"(24, 26, 28)",174,172
downdog,"(24, 12, 14)",169,177
downdog,"(12, 14, 16)",166,165
downdog,"(12, 24, 26)",56,47
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,179
downdog,"(12, 14, 16)",166,164
downdog,"(12, 24, 26)",56,49
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",166,166
downdog,"(12, 24, 26)",56,50
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,177
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,50
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,176
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,50
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,175
downdog,"(12, 14, 16)",166,170
downdog,"(12, 24, 26)",56,50
downdog,"(24, 26, 28)",174,173
downdog,"(24, 12, 14)",169,175
downdog,"(12, 14, 16)",166,170
downdog,"(12, 24, 26)",56,50
downdog,"(24, 26, 28)",174,172
downdog,"(24, 12, 14)",169,174
downdog,"(12, 14, 16)",166,170
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,172
downdog,"(24, 12, 14)",169,173
downdog,"(12, 14, 16)",166,171
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,172
downdog,"(12, 14, 16)",166,170
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,172
downdog,"(12, 14, 16)",166,169
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,172
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,173
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,53
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,53
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,172
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,173
downdog,"(24, 12, 14)",169,172
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,172
downdog,"(24, 12, 14)",169,173
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,53
downdog,"(24, 26, 28)",174,172
downdog,"(24, 12, 14)",169,179
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,49
downdog,"(24, 26, 28)",174,172
downdog,"(24, 12, 14)",169,174
downdog,"(12, 14, 16)",166,169
downdog,"(12, 24, 26)",56,48
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,170
downdog,"(12, 14, 16)",166,169
downdog,"(12, 24, 26)",56,47
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,170
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,47
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,172
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,48
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,174
downdog,"(12, 14, 16)",166,166
downdog,"(12, 24, 26)",56,48
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,173
downdog,"(12, 14, 16)",166,166
downdog,"(12, 24, 26)",56,48
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,175
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,48
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,175
downdog,"(12, 14, 16)",166,170
downdog,"(12, 24, 26)",56,48
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,176
downdog,"(12, 14, 16)",166,170
downdog,"(12, 24, 26)",56,49
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",166,170
downdog,"(12, 24, 26)",56,50
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",166,172
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,178
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",166,173
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,178
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",166,173
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,178
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",166,174
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,178
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",166,174
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",166,175
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",166,174
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,179
downdog,"(12, 14, 16)",166,174
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,179
downdog,"(12, 14, 16)",166,173
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,179
downdog,"(12, 14, 16)",166,173
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,179
downdog,"(12, 14, 16)",166,172
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,179
downdog,"(12, 14, 16)",166,172
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,179
downdog,"(12, 14, 16)",166,171
downdog,"(12, 24, 26)",56,53
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,179
downdog,"(12, 14, 16)",166,171
downdog,"(12, 24, 26)",56,53
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,179
downdog,"(12, 14, 16)",166,171
downdog,"(12, 24, 26)",56,53
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",166,171
downdog,"(12, 24, 26)",56,53
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",166,171
downdog,"(12, 24, 26)",56,53
downdog,"(24, 26, 28)",174,178
downdog,"(24, 12, 14)",169,177
downdog,"(12, 14, 16)",166,170
downdog,"(12, 24, 26)",56,53
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,177
downdog,"(12, 14, 16)",166,169
downdog,"(12, 24, 26)",56,53
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,177
downdog,"(12, 14, 16)",166,170
downdog,"(12, 24, 26)",56,53
downdog,"(24, 26, 28)",174,178
downdog,"(24, 12, 14)",169,176
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,178
downdog,"(24, 12, 14)",169,176
downdog,"(12, 14, 16)",166,169
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,178
downdog,"(24, 12, 14)",169,176
downdog,"(12, 14, 16)",166,169
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,178
downdog,"(24, 12, 14)",169,176
downdog,"(12, 14, 16)",166,169
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,178
downdog,"(24, 12, 14)",169,175
downdog,"(12, 14, 16)",166,169
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,174
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,174
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,174
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,173
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,173
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,173
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,173
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,173
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,173
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,173
downdog,"(12, 14, 16)",166,169
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,172
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,173
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,173
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,166
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,166
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,166
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,166
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,166
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,173
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,165
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,173
downdog,"(24, 12, 14)",169,170
downdog,"(12, 14, 16)",166,165
downdog,"(12, 24, 26)",56,53
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,166
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,166
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,166
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,166
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,170
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,166
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,170
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,166
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,170
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,166
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,170
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,166
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,170
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,172
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,172
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,172
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,173
downdog,"(12, 14, 16)",166,166
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,173
downdog,"(12, 14, 16)",166,166
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,174
downdog,"(12, 14, 16)",166,166
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,172
downdog,"(24, 12, 14)",169,175
downdog,"(12, 14, 16)",166,167
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,172
downdog,"(24, 12, 14)",169,176
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,172
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",166,168
downdog,"(12, 24, 26)",56,51
